constituency,year,funds_available,pct_completed,sanctioned_funds,works_sanctioned,actual_expenditure,works_completed,pct_utilisation,pending_works,expenditure_to_sanctioned_pct,pending_share_pct,completion_gap_pct,avg_sanction_per_work_lakh,pending_works_yoy_change,actual_expenditure_yoy_change,pct_utilisation_yoy_change
Ludhiana-Fatehgarh Sahib,2015,6566.42,95.86,5684.71,8894.0,5959.87,8526.0,90.76,368.0,104.84035245421491,4.1376208680009,-5.099999999999994,0.6391623566449292,-49.38101788170564,8.636419148862483,0.5762411347517871
Ludhiana-Fatehgarh Sahib,2016,7606.96,95.79,6070.45,9170.0,6916.95,878.0,90.93,386.0,113.94460048266603,4.20937840785169,-4.859999999999999,0.661990185387132,4.891304347826098,16.058739536265044,0.18730718378139333
Ludhiana-Fatehgarh Sahib,2017,83.65,93.65,81.46,10229.0,74.28,9579.0,88.8,650.0,91.18585808986006,6.354482354091309,-4.8500000000000085,0.0079636328086812,68.39378238341969,-98.92611627957409,-2.3424612339162043
Ludhiana-Fatehgarh Sahib,2018,24.4,67.18,24.04,1356.0,21.54,911.0,88.29,445.0,89.60066555740433,32.817109144542776,21.11,0.01772861356932153,-31.538461538461537,-71.00161550888531,-0.5743243243243157
Ludhiana-Fatehgarh Sahib,2019,26.93,72.99,26.44,1518.0,23.54,1108.0,87.38,410.0,89.03177004538577,27.009222661396574,14.39,0.017417654808959158,-7.86516853932584,9.28505106778088,-1.0306943028655646
Ludhiana-Fatehgarh Sahib,2020,26.99,83.72,25.47,1511.0,24.92,1265.0,92.35,246.0,97.84059678052611,16.28060886829914,8.629999999999995,0.01685638649900728,-40.0,5.862361937128302,5.687800411993593
Ludhiana-Fatehgarh Sahib,2021,27.13,87.36,25.36,1511.0,25.13,1320.0,92.63,191.0,99.09305993690852,12.640635340833885,5.269999999999996,0.016783587028457975,-22.357723577235777,0.8426966292134797,0.30319436924743925
Ludhiana-Fatehgarh Sahib,2022,25.36,92.32,25.36,1511.0,25.13,1395.0,99.11,116.0,99.09305993690852,7.677035076108537,6.790000000000006,0.016783587028457975,-39.26701570680628,0.0,6.99557378818958
Mansa,2010,906.16,100.0,806.16,983.0,806.16,983.0,88.96,0.0,100.0,0.0,-11.040000000000006,0.8201017293997965,,,
Mansa,2011,1194.93,86.33,2513.59,1185.0,1049.68,1023.0,87.84,162.0,41.76019159847071,13.670886075949367,1.5100000000000051,2.121172995780591,inf,30.207402996923705,-1.2589928057553879
Mansa,2012,1447.9,91.9,1447.08,1271.0,1277.38,1168.0,88.22,103.0,88.27293584321532,8.103855232100708,-3.680000000000007,1.1385365853658536,-36.419753086419746,21.692325280085356,0.43260473588342396
Mansa,2013,2481.95,76.29,2444.89,1691.0,2001.58,1290.0,80.65,401.0,81.86789589715693,23.71377882909521,4.359999999999999,1.4458249556475458,289.3203883495146,56.69417088102207,-8.580820675583755
Mansa,2014,2714.44,88.2,2450.41,1712.0,2322.24,1510.0,85.55,202.0,94.76944674564665,11.799065420560748,-2.6500000000000057,1.4313142523364486,-49.625935162094756,16.020343928296633,6.075635461872286
Mansa,2015,2969.74,97.06,2662.58,1768.0,2605.1,1716.0,87.72,52.0,97.8411916261671,2.9411764705882355,-9.340000000000003,1.5059841628959276,-74.25742574257426,12.180480914978652,2.5365283459964916
Mansa,2016,3738.46,78.31,3731.86,2282.0,3279.72,1787.0,87.73,495.0,87.88432577856618,21.691498685363715,9.420000000000002,1.6353461875547766,851.923076923077,25.896126828144794,0.01139990880072439
Mansa,2017,32.16,75.71,29.45,1309.0,29.17,991.0,90.7,318.0,99.04923599320882,24.29335370511841,14.990000000000009,0.022498090145148968,-35.75757575757576,-99.11059480687375,3.3853869827880967
Mansa,2018,38.17,73.61,32.67,1470.0,31.32,1082.0,82.04,388.0,95.86776859504131,26.39455782312925,8.430000000000007,0.02222448979591837,22.012578616352197,7.370586218717845,-9.547960308710024
Mansa,2019,39.59,88.62,40.14,1731.0,36.04,1534.0,91.03,197.0,89.78574987543597,11.380704794916234,2.4099999999999966,0.02318890814558059,-49.22680412371135,15.07024265644954,10.95806923451974
Mansa,2020,42.39,88.7,42.39,2009.0,39.84,1782.0,93.98,227.0,93.98443029016278,11.29915380786461,5.280000000000001,0.021100049776007965,15.228426395939088,10.543840177580478,3.240689882456338
Mansa,2021,49.56,91.57,49.4,2338.0,45.36,2141.0,91.53,197.0,91.82186234817814,8.426005132591959,-0.03999999999999204,0.021129170230966637,-13.215859030837008,13.855421686746983,-2.6069376463077276
Mansa,2022,52.41,94.53,54.52,2430.0,49.47,2297.0,94.4,133.0,90.73734409391048,5.473251028806584,-0.12999999999999545,0.02243621399176955,-32.48730964467005,9.060846560846558,3.135583961542676
Patiala,2010,4911.24,96.1,4896.87,4563.0,4789.95,4385.0,97.53,178.0,97.81656445852147,3.900942362480824,1.4300000000000068,1.0731689677843523,,,
Patiala,2011,5545.66,91.05,5545.52,4893.0,5145.35,4455.0,92.78,438.0,92.7839048457133,8.951563458001226,1.730000000000004,1.1333578581647252,146.06741573033707,7.41970166703203,-4.870296319081313
Patiala,2012,6054.22,93.66,5950.92,5044.0,5739.7,4724.0,94.8,320.0,96.45063284332507,6.3441712926249005,1.1400000000000006,1.1798017446471054,-26.940639269406397,11.551206429105875,2.1771933606380633
Patiala,2013,6570.93,94.01,6550.81,5327.0,6387.65,5008.0,97.21,319.0,97.50931564188245,5.988361178899944,3.1999999999999886,1.229737187910644,-0.31250000000000444,11.288917539244213,2.5421940928270104
Patiala,2014,6824.62,97.12,6525.81,5315.0,6523.81,5162.0,95.59,153.0,99.9693524635256,2.8786453433678267,-1.5300000000000011,1.227809971777987,-52.03761755485894,2.1316133476317667,-1.666495216541497
Patiala,2015,7347.61,99.38,6572.92,5315.0,7031.24,5282.0,95.69,33.0,106.97285224831582,0.6208842897460018,-3.6899999999999977,1.2366735653809973,-78.43137254901961,7.778123519844993,0.1046134532900922
Patiala,2016,7905.72,99.89,6572.92,5315.0,7903.76,5309.0,99.98,6.0,120.24731778265976,0.11288805268109126,0.09000000000000341,1.2366735653809973,-81.81818181818181,12.409190981960517,4.483227087469954
Patiala,2017,82.9,95.45,82.47,6883.0,80.98,6570.0,97.68,313.0,98.1932824057233,4.5474357111724535,2.230000000000004,0.011981694028766527,5116.666666666666,-98.97542435499054,-2.300460092018397
Patiala,2018,90.34,96.95,89.86,7472.0,89.62,7244.0,99.21,228.0,99.73291787224572,3.051391862955032,2.259999999999991,0.012026231263383298,-27.15654952076677,10.669301061990621,1.5663390663390508
Patiala,2019,90.4,97.96,90.39,7614.0,90.39,7459.0,99.99,155.0,100.0,2.0357236669293406,2.030000000000001,0.011871552403467297,-32.01754385964912,0.8591832180316894,0.7862110674327294
Patiala,2020,92.9,99.65,92.86,7649.0,90.39,7622.0,97.29,27.0,97.34008184363559,0.35298731860373905,-2.3599999999999994,0.012140149039090078,-82.58064516129032,0.0,-2.7002700270026936
Patiala,2021,95.42,99.96,94.92,7650.0,90.39,7647.0,94.73,3.0,95.2275600505689,0.0392156862745098,-5.22999999999999,0.012407843137254902,-88.88888888888889,0.0,-2.6313084592455516
Patiala,2022,97.41,99.77,96.57,7667.0,91.17,7649.0,93.59,18.0,94.40820130475304,0.23477240119994783,-6.179999999999993,0.0125955393243772,500.0,0.8629273149684646,-1.203420247017839
Roopnagar,2010,302.53,4.28,290.81,304.0,157.22,13.0,51.97,291.0,54.062790137890715,95.72368421052632,47.69,0.9566118421052632,,,
Roopnagar,2011,688.55,14.87,675.15,639.0,496.08,95.0,72.05,544.0,73.47700510997556,85.13302034428796,57.18,1.0565727699530516,86.94158075601375,215.53237501590127,38.637675582066564
Roopnagar,2012,1198.78,29.93,1170.99,1029.0,980.9,308.0,81.82,721.0,83.76672729912296,70.06802721088435,51.88999999999999,1.1379883381924198,32.53676470588236,97.73020480567651,13.560027758501025
Roopnagar,2013,1981.39,41.13,1973.12,1646.0,1679.74,677.0,84.78,969.0,85.13116282841389,58.869987849331714,43.65,1.1987363304981773,34.39667128987518,71.24477520644308,3.6176973845025717
Roopnagar,2014,2233.13,55.66,1917.69,1653.0,1799.45,920.0,80.58,733.0,93.83424849688949,44.343617664851784,24.92,1.1601270417422869,-24.355005159958722,7.126698179480151,-4.953998584571839
Roopnagar,2015,,,,,,,,,,,,,0.0,0.0,0.0
Roopnagar,2016,,,,,,,,,,,,,0.0,0.0,0.0
Roopnagar,2017,,,,,,,,,,,,,0.0,0.0,0.0
Roopnagar,2018,67.27,89.39,65.04,4683.0,60.34,4186.0,89.69,497.0,92.77367773677736,10.612855007473842,0.29999999999999716,0.013888532991672007,-32.196452933151434,-96.64675317458112,11.305534872176715
Roopnagar,2019,69.67,95.45,47.36,4725.0,64.6,4510.0,92.72,215.0,136.402027027027,4.550264550264551,-2.730000000000004,0.010023280423280424,-56.74044265593561,7.059993370898221,3.3783030438175876
Roopnagar,2020,74.1,95.3,69.97,4960.0,67.51,4727.0,91.11,233.0,96.48420751750751,4.69758064516129,-4.189999999999998,0.014106854838709677,8.372093023255811,4.504643962848309,-1.7364106988783434
Roopnagar,2021,76.87,96.29,73.46,5047.0,71.89,4860.0,93.52,187.0,97.86278246664853,3.7051713889439273,-2.7700000000000102,0.014555181295819297,-19.742489270386265,6.487927714412667,2.6451542091976643
Roopnagar,2022,81.6,94.51,78.12,5205.0,75.17,4919.0,92.12,286.0,96.22375832053251,5.494716618635927,-2.3900000000000006,0.015008645533141211,52.941176470588225,4.562526081513418,-1.4970059880239472
Sangrur,2010,4313.94,97.2,4097.99,5322.0,3977.79,5173.0,92.21,149.0,97.06685472634146,2.7996993611424275,-4.990000000000009,0.7700093949642991,,,
Sangrur,2011,5592.54,80.93,4681.23,6602.0,4699.18,5343.0,84.03,1259.0,100.38344623101194,19.069978794304756,3.0999999999999943,0.7090624053317176,744.9664429530202,18.13544706985537,-8.871055200086753
Sangrur,2012,6109.96,91.66,5811.75,6943.0,5564.47,6364.0,91.07,579.0,95.74517141996817,8.339334581592972,-0.5900000000000034,0.8370661097508282,-54.011119936457504,18.41363812409824,8.377960252290828
Sangrur,2013,7650.45,83.2,7639.12,8234.0,7374.09,6900.0,96.39,1334.0,96.5306213281111,16.201117318435752,13.189999999999998,0.9277532183628856,130.39723661485317,32.52097684056163,5.8416602613374335
Sangrur,2014,8181.67,90.82,7634.63,8227.0,7540.15,7472.0,92.16,755.0,98.76248095847474,9.177099793363316,1.3400000000000034,0.9279968396742434,-43.40329835082459,2.2519388833062814,-4.388422035480866
Sangrur,2015,8948.23,92.18,8348.13,8715.0,8635.79,8067.0,95.15,684.0,103.4458016346176,7.848537005163511,2.969999999999999,0.9579036144578312,-9.403973509933772,14.530745409574086,3.244357638888906
Sangrur,2016,10500.65,88.89,9197.58,9241.0,9679.73,8214.0,92.18,1027.0,105.24213978024655,11.113515853262633,3.2900000000000063,0.9953013743101395,50.14619883040936,12.088529248626912,-3.121387283236998
Sangrur,2017,112.04,95.33,106.56,10460.0,102.9,9972.0,91.84,488.0,96.56531531531532,4.665391969407266,-3.489999999999995,0.010187380497131932,-52.48296007789679,-98.93695381999291,-0.3688435669342627
Sangrur,2018,122.46,93.32,103.82,11270.0,112.77,10404.0,92.09,866.0,108.62068965517243,7.684117125110914,-1.2299999999999898,0.00921206743566992,77.45901639344261,9.59183673469386,0.2722125435540068
Sangrur,2019,127.24,94.87,130.38,11606.0,121.36,11011.0,95.38,595.0,93.08176100628931,5.126658624849216,0.5099999999999909,0.011233844563156988,-31.293302540415702,7.6172740977210385,3.5725920295363034
Sangrur,2020,118.18,95.8,116.37,10437.0,111.56,9999.0,94.39,438.0,95.86663229354644,4.19660822075309,-1.4099999999999966,0.011149755676918656,-26.386554621848735,-8.07514831905075,-1.0379534493604514
Sangrur,2021,130.39,94.07,126.22,11009.0,119.5,10356.0,91.65,653.0,94.67596260497544,5.931510582250886,-2.4199999999999875,0.011465164865110363,49.08675799086757,7.117246324847604,-2.902849878165059
Sangrur,2022,132.54,97.09,128.34,11079.0,123.89,10757.0,93.48,322.0,96.53264765466729,2.9063994945392184,-3.6099999999999994,0.011584077985377741,-50.68912710566615,3.673640167364023,1.9967266775777315
Shri Muktsar Sahib,2010,813.69,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,,
Shri Muktsar Sahib,2011,813.69,100.0,1193.38,766.0,813.69,766.0,100.0,0.0,68.18364644958018,0.0,0.0,1.5579373368146217,,0.0,0.0
Shri Muktsar Sahib,2012,813.69,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,0.0,0.0
Shri Muktsar Sahib,2013,813.89,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,0.0,0.0
Shri Muktsar Sahib,2014,813.69,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,0.0,0.0
Shri Muktsar Sahib,2015,813.69,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,0.0,0.0
Shri Muktsar Sahib,2016,813.69,100.0,813.69,766.0,813.69,766.0,100.0,0.0,100.0,0.0,0.0,1.0622584856396868,,0.0,0.0
Shri Muktsar Sahib,2017,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,-98.99961901952832,0.0
Shri Muktsar Sahib,2018,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,0.0,0.0
Shri Muktsar Sahib,2019,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,0.0,0.0
Shri Muktsar Sahib,2020,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,0.0,0.0
Shri Muktsar Sahib,2021,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,0.0,0.0
Shri Muktsar Sahib,2022,8.14,100.0,8.14,766.0,8.14,766.0,100.0,0.0,100.0,0.0,0.0,0.010626631853785902,,0.0,0.0
Tarn Taran,2010,1683.02,24.55,1672.51,721.0,1540.59,177.0,91.54,544.0,92.11245373719738,75.4507628294036,66.99000000000001,2.3197087378640777,,,
Tarn Taran,2011,2674.9,16.02,813.69,1205.0,2375.73,193.0,88.82,1012.0,291.96991483243005,83.98340248962656,72.8,0.6752614107883818,86.02941176470588,54.209101707787276,-2.97137863229191
Tarn Taran,2012,3445.69,5.02,3371.69,1567.0,3200.03,439.0,92.87,1128.0,94.90878461543025,71.98468410976388,87.85000000000001,2.151684747925973,11.462450592885375,34.69670375000526,4.559783832470177
Tarn Taran,2013,4742.48,29.83,4660.04,2038.0,4546.04,608.0,95.86,1430.0,97.55366906721831,70.16683022571148,66.03,2.28657507360157,26.773049645390067,42.062418164829694,3.2195542155701418
Tarn Taran,2014,5251.97,37.09,4874.04,2130.0,4772.04,790.0,90.86,1340.0,97.90728020287072,62.91079812206573,53.769999999999996,2.288281690140845,-6.2937062937062915,4.971359688872079,-5.215939912372214
Tarn Taran,2015,6808.43,79.49,5642.25,2418.0,6141.62,1922.0,90.2,496.0,108.85054721077584,20.512820512820515,10.710000000000008,2.333436724565757,-62.98507462686567,28.70009471840136,-0.7263922518159771
Tarn Taran,2016,7346.49,94.58,5895.65,2474.0,6786.38,2340.0,92.38,134.0,115.1082577832809,5.416329830234438,-2.200000000000003,2.3830436540016167,-72.98387096774194,10.49820731337987,2.4168514412416853
Tarn Taran,2017,73.0,86.87,72.16,2932.0,71.75,2550.0,98.29,382.0,99.43181818181819,13.028649386084584,11.420000000000002,0.02461118690313779,185.07462686567163,-98.94273530217878,6.397488633903459
Tarn Taran,2018,80.63,85.89,79.75,3098.0,79.08,2661.0,98.08,437.0,99.15987460815047,14.105874757908328,12.189999999999998,0.025742414460942543,14.39790575916231,10.21602787456446,-0.2136534744124563
Tarn Taran,2019,85.23,87.68,83.77,3189.0,83.72,2796.0,98.23,393.0,99.94031276113168,12.323612417685794,10.549999999999997,0.026268422703041704,-10.068649885583525,5.867475973697522,0.1529363784665616
Tarn Taran,2020,90.35,90.82,85.33,3224.0,84.59,2928.0,93.63,296.0,99.13277862416501,9.181141439205955,2.8100000000000023,0.02646712158808933,-24.68193384223919,1.039178213091252,-4.682887101700095
Tarn Taran,2021,94.92,86.63,90.33,3387.0,88.97,2934.0,93.73,453.0,98.49440938780029,13.37466784765279,7.1000000000000085,0.0266696191319752,53.04054054054055,5.177917011467081,0.1068033749866526
Tarn Taran,2022,95.64,89.04,92.69,3402.0,91.67,3029.0,95.86,373.0,98.89955766533608,10.96413874191652,6.819999999999993,0.027245737801293357,-17.660044150110377,3.0347308081375868,2.2724847967566353
