constituency,year,funds_available,sanctioned_funds,actual_expenditure,works_sanctioned,works_completed,pending_works,pct_completed,pct_utilisation,expenditure_to_sanctioned_pct,pending_share_pct,completion_gap_pct,avg_sanction_per_work_lakh
Shri Muktsar Sahib,2021,8.14,8.14,8.14,766.0,766.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0106266318537859
Shri Muktsar Sahib,2022,8.14,8.14,8.14,766.0,766.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0106266318537859
Tarn Taran,2010,1683.02,1672.51,1540.59,721.0,177.0,544.0,24.55,91.54,92.11245373719738,75.4507628294036,66.99000000000001,2.3197087378640777
Tarn Taran,2011,2674.9,813.69,2375.73,1205.0,193.0,1012.0,16.02,88.82,291.96991483243005,83.98340248962656,72.8,0.6752614107883818
Tarn Taran,2012,3445.69,3371.69,3200.03,1567.0,439.0,1128.0,5.02,92.87,94.90878461543024,71.98468410976388,87.85000000000001,2.151684747925973
Tarn Taran,2013,4742.48,4660.04,4546.04,2038.0,608.0,1430.0,29.83,95.86,97.55366906721832,70.16683022571148,66.03,2.28657507360157
Tarn Taran,2014,5251.97,4874.04,4772.04,2130.0,790.0,1340.0,37.09,90.86,97.90728020287072,62.91079812206573,53.77,2.288281690140845
Tarn Taran,2015,6808.43,5642.25,6141.62,2418.0,1922.0,496.0,79.49,90.2,108.85054721077584,20.512820512820515,10.710000000000008,2.333436724565757
Tarn Taran,2016,7346.49,5895.65,6786.38,2474.0,2340.0,134.0,94.58,92.38,115.1082577832809,5.416329830234438,-2.200000000000003,2.3830436540016167
Tarn Taran,2017,73.0,72.16,71.75,2932.0,2550.0,382.0,86.87,98.29,99.4318181818182,13.028649386084584,11.420000000000002,0.0246111869031377
Tarn Taran,2018,80.63,79.75,79.08,3098.0,2661.0,437.0,85.89,98.08,99.15987460815047,14.105874757908328,12.189999999999998,0.0257424144609425
Tarn Taran,2019,85.23,83.77,83.72,3189.0,2796.0,393.0,87.68,98.23,99.94031276113168,12.323612417685794,10.549999999999995,0.0262684227030417
Tarn Taran,2020,90.35,85.33,84.59,3224.0,2928.0,296.0,90.82,93.63,99.132778624165,9.181141439205955,2.8100000000000023,0.0264671215880893
Tarn Taran,2021,94.92,90.33,88.97,3387.0,2934.0,453.0,86.63,93.73,98.49440938780027,13.37466784765279,7.1000000000000085,0.0266696191319752
Tarn Taran,2022,95.64,92.69,91.67,3402.0,3029.0,373.0,89.04,95.86,98.89955766533608,10.96413874191652,6.819999999999993,0.0272457378012933
